,MaritalStatus,ApplicationMode,ApplicationOrder,Course,DaytimeEveningAttendance,PreviousQualification,Nationality,MothersQualification,FathersQualification,MothersOccupation,FathersOccupation,Displaced,EducationalSpecialNeeds,Debtor,TuitionFeesUpToDate,Gender,ScholarshipHolder,AgeAtEnrollment,International,CurricularUnits1stSemCredited,CurricularUnits1stSemEnrolled,CurricularUnits1stSemEvaluations,CurricularUnits1stSemApproved,CurricularUnits1stSemGrade,CurricularUnit1stSemWithoutEvaluations,CurricularUnits2ndSemCredited,CurricularUnits2ndSemEnrolled,CurricularUnits2ndSemEvaluations,CurricularUnits2ndSemapproved,CurricularUnits2ndSemGrade,CurricularUnits2ndSemWithoutEvaluations,UnemploymentRate,InflationRate,GDP,Target
2170,1,8,1,14,1,1,1,3,3,3,-1,1,0,0,1,0,0,20,0,0,6,7,6,15.57143,0,0,6,6,6,17.16667,0,16.2,0.3,-0.92,1
2171,1,1,5,12,1,1,1,1,1,6,9,1,0,0,1,0,0,19,0,0,8,8,7,13.71429,0,0,8,8,7,13.71429,0,12.7,3.7,-1.7,1
2172,1,15,1,6,1,14,1,1,14,5,5,0,0,0,1,0,0,21,0,2,6,9,6,13.14286,0,0,6,9,6,12.16667,0,13.9,-0.3,0.79,1
2173,2,-1,1,5,1,-1,1,22,1,10,8,0,0,0,1,0,0,33,0,0,6,7,6,15,0,0,6,8,3,11,0,11.1,0.6,2.02,1
2174,1,1,1,6,1,1,1,-1,-1,5,3,0,0,1,0,0,0,24,0,0,5,6,1,13,0,0,5,5,0,0,0,7.6,2.6,0.32,0
2175,1,14,1,10,1,1,1,1,28,5,4,0,0,0,1,0,1,20,0,8,11,12,11,12,0,6,11,14,11,12.75,0,13.9,-0.3,0.79,1
2176,1,1,1,2,1,1,1,13,28,10,-1,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,1
2177,1,1,4,5,1,1,1,1,1,8,4,1,0,0,1,0,0,18,0,0,6,6,6,15.16667,0,0,6,6,6,14.16667,0,15.5,2.8,-4.06,1
2178,1,14,1,3,0,-1,1,-1,-1,-1,-1,0,0,1,1,0,0,29,0,1,6,9,4,12,0,1,6,13,2,10.5,0,7.6,2.6,0.32,0
2179,1,8,1,12,1,1,1,1,1,6,6,0,1,0,1,0,0,18,0,0,7,7,7,13.64286,0,0,8,11,8,14.77273,0,16.2,0.3,-0.92,1
2180,1,1,3,15,1,1,1,23,27,6,6,1,0,0,1,0,0,19,0,0,6,8,6,12.66667,0,0,6,7,6,12.71429,0,9.4,-0.8,-3.12,1
2181,1,8,1,2,1,1,1,23,28,8,8,1,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,0
2182,1,8,1,10,1,1,1,13,14,6,5,0,0,0,1,0,1,18,0,0,6,8,5,10.8,0,0,6,9,6,10.5,0,12.4,0.5,1.79,1
2183,1,14,1,12,1,1,1,13,14,8,8,0,0,0,1,0,1,19,0,0,7,9,6,14.25,0,0,8,11,8,13.06364,0,16.2,0.3,-0.92,1
2184,1,-1,1,16,1,1,1,22,14,10,4,0,0,0,1,0,0,20,0,6,14,22,12,12.15385,0,5,12,18,10,12.9,0,10.8,1.4,1.74,0
2186,1,8,1,11,1,1,1,13,14,8,6,1,0,0,1,0,1,19,0,0,6,10,4,12.25,0,0,6,9,3,12.33333,0,9.4,-0.8,-3.12,1
2188,1,1,-1,12,1,1,1,13,28,6,8,1,0,0,1,0,1,18,0,0,8,8,8,13.40375,0,0,8,8,8,13.40375,0,9.4,-0.8,-3.12,1
2189,1,8,1,11,1,1,1,3,1,3,4,0,0,0,1,0,1,19,0,0,6,15,6,11.33333,0,0,6,9,3,12.66667,0,9.4,-0.8,-3.12,1
2190,1,8,4,15,1,1,1,1,1,6,6,0,0,1,1,1,0,20,0,0,6,7,5,12.2,0,0,6,6,6,12.33333,0,12.7,3.7,-1.7,0
2192,1,1,-1,12,1,1,1,-1,14,3,4,1,0,0,1,1,0,18,0,0,7,0,0,0,0,0,8,0,0,0,0,16.2,0.3,-0.92,0
2193,1,12,1,4,1,1,1,3,1,3,5,0,0,1,0,1,0,35,0,0,6,8,5,16.16667,0,0,6,10,4,16,0,8.9,1.4,3.51,0
2195,1,1,1,2,1,1,1,22,14,6,9,1,0,0,1,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,1
2199,1,1,3,9,1,1,1,23,28,10,10,1,0,0,1,1,0,19,0,0,5,8,3,11,0,0,5,7,2,10,0,12.7,3.7,-1.7,0
2200,1,12,2,-1,1,1,1,1,1,10,11,0,0,0,1,1,0,24,0,0,7,18,0,0,0,0,7,13,0,0,1,11.1,0.6,2.02,0
2201,1,12,1,3,0,1,1,22,27,10,8,1,0,1,0,1,0,29,0,0,6,11,4,12.5,0,0,6,7,0,0,0,12.4,0.5,1.79,0
2202,1,12,1,12,1,1,1,23,3,10,-1,0,0,0,1,1,0,24,0,0,7,11,7,11.29444,0,0,8,22,2,12.6,0,15.5,2.8,-4.06,1
2203,1,8,2,11,1,1,1,13,28,-1,7,1,0,0,1,1,0,19,0,0,6,8,5,11.2,0,0,6,11,4,12.5,0,15.5,2.8,-4.06,1
2204,2,-1,1,2,1,-1,1,13,14,10,10,1,0,0,1,1,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,0
2205,1,-1,2,5,1,1,1,1,1,5,11,1,0,0,1,1,0,18,0,0,6,7,5,13.2,0,0,6,6,5,11.8,0,16.2,0.3,-0.92,1
2207,1,1,5,9,1,1,1,-1,-1,4,4,1,0,0,0,1,0,18,0,0,5,0,0,0,0,0,5,0,0,0,0,11.1,0.6,2.02,0
2210,1,1,5,15,1,1,1,1,28,10,6,1,0,1,0,1,0,18,0,0,6,6,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02,0
2211,1,1,3,12,1,1,1,1,1,5,5,1,0,0,1,1,0,18,0,0,8,8,7,13.1,0,0,8,8,7,13.1,0,12.7,3.7,-1.7,1
2212,1,1,1,5,1,1,1,22,27,10,10,1,0,0,1,1,0,19,0,0,6,6,6,13.5,0,0,6,6,6,13.16667,0,9.4,-0.8,-3.12,1
2214,1,1,1,10,1,1,1,13,28,10,10,0,0,0,1,1,0,19,0,0,6,10,5,11.57143,0,0,6,10,3,13,0,16.2,0.3,-0.92,0
2215,1,15,1,4,1,14,1,13,14,10,8,1,0,1,1,1,0,21,0,0,6,7,6,15.28571,0,0,6,6,6,15.16667,0,12.4,0.5,1.79,1
2217,1,-1,2,-1,1,1,1,3,3,3,3,0,0,0,1,1,0,18,0,0,7,11,6,13.43333,0,0,7,10,4,13.6,0,8.9,1.4,3.51,1
2218,1,-1,2,9,1,1,1,13,14,5,10,1,0,0,1,1,0,19,0,0,5,8,5,11.6,0,0,5,9,3,11,0,10.8,1.4,1.74,0
2219,1,-1,1,15,1,-1,1,13,1,5,9,0,0,0,1,1,0,25,0,0,6,6,6,14.66667,0,0,6,6,6,13.5,0,11.1,0.6,2.02,1
2220,1,1,1,5,1,1,1,22,1,10,9,1,0,0,1,1,0,22,0,0,6,9,6,14.66667,0,0,6,12,6,14.66667,0,12.7,3.7,-1.7,1
2221,1,12,1,12,1,1,1,1,1,5,10,0,0,0,1,1,0,24,0,0,8,8,7,12.74286,0,0,8,8,7,12.74286,0,12.7,3.7,-1.7,1
2222,1,1,2,12,1,1,1,1,3,6,11,1,0,0,1,1,0,19,0,0,7,9,7,11.975,0,0,8,9,7,13.12857,0,13.9,-0.3,0.79,1
2224,1,8,1,2,1,1,1,23,27,5,7,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,0
2225,1,1,2,12,1,1,1,13,14,10,8,1,0,0,1,1,1,19,0,0,8,8,7,14.93571,0,0,8,8,7,14.93571,0,10.8,1.4,1.74,1
2226,1,14,3,11,1,1,1,22,27,10,10,1,0,0,1,1,0,19,0,1,6,16,2,10.5,0,0,6,15,4,10,0,7.6,2.6,0.32,0
2227,1,1,1,14,1,1,1,3,3,4,4,1,0,0,1,1,0,19,0,0,6,9,5,13.33333,0,0,6,6,5,13,0,12.4,0.5,1.79,1
2228,1,14,1,4,1,1,1,22,27,10,7,0,0,1,1,1,0,23,0,0,6,6,0,0,0,0,6,8,0,0,0,15.5,2.8,-4.06,0
2229,2,12,1,15,1,1,1,22,28,10,4,0,0,0,1,1,0,47,0,0,6,12,5,13.8,0,0,6,13,4,14,0,12.7,3.7,-1.7,0
2230,1,1,1,5,1,1,1,1,1,4,10,0,0,0,1,1,0,19,0,0,6,6,6,11.83333,0,0,6,8,4,10.75,2,16.2,0.3,-0.92,1
2231,1,1,4,2,1,1,1,1,28,5,9,1,0,0,1,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0.6,2.02,1
2232,1,1,1,2,1,1,1,3,3,3,3,1,0,0,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0.3,-0.92,0
2233,1,14,1,9,1,1,1,1,3,-1,-1,0,0,0,1,1,0,28,0,0,5,9,2,10,0,0,5,9,0,0,0,15.5,2.8,-4.06,0
2234,1,14,1,11,1,-1,1,-1,-1,-1,-1,1,0,0,1,1,0,20,0,0,6,10,4,11.5,0,0,6,11,3,11.66667,0,7.6,2.6,0.32,0
2236,1,1,1,2,1,1,1,13,14,5,9,1,0,0,1,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,1
2238,1,12,1,11,1,12,1,23,27,5,6,0,0,1,0,1,0,24,0,0,6,7,0,0,0,0,6,7,0,0,0,16.2,0.3,-0.92,0
2241,1,12,1,11,1,1,1,3,1,4,5,0,0,0,1,1,0,28,0,0,6,10,6,13,0,0,6,8,5,12.2,0,13.9,-0.3,0.79,1
2244,1,8,4,12,1,1,1,23,27,6,8,1,0,0,1,1,1,18,0,0,7,7,7,13.46286,0,0,8,8,8,13.90625,0,11.1,0.6,2.02,1
2245,1,12,1,11,1,12,1,22,27,-1,-1,0,0,0,1,1,0,48,0,0,6,13,3,10,0,0,6,15,1,10,0,7.6,2.6,0.32,0
2246,1,8,4,10,1,1,1,22,27,10,9,1,0,0,1,1,0,21,0,0,6,6,6,12.33333,0,0,6,7,6,13.66667,0,8.9,1.4,3.51,1
2249,1,15,1,7,1,1,1,22,-1,10,9,1,0,1,0,1,0,23,0,0,5,6,0,0,0,0,5,7,0,0,0,13.9,-0.3,0.79,0
2250,1,1,1,-1,1,1,1,1,1,5,11,1,0,0,1,1,0,18,0,0,5,5,5,13.6,0,0,5,6,4,13.25,1,10.8,1.4,1.74,1
2251,1,15,1,10,1,14,1,1,1,5,4,0,0,0,1,1,0,22,0,3,6,7,6,12.33333,0,2,6,6,2,14,0,13.9,-0.3,0.79,0
2252,1,-1,1,2,1,1,1,13,27,10,8,1,0,0,1,1,0,25,0,9,13,16,10,11.45455,0,5,11,13,7,12.25,0,12.4,0.5,1.79,0
2253,1,-1,1,6,1,-1,1,-1,3,3,3,0,0,1,1,1,0,27,0,8,13,13,8,13.5,2,5,11,12,5,14.4,0,11.1,0.6,2.02,0
2254,1,12,1,7,1,-1,1,-1,-1,-1,-1,0,0,0,0,1,0,49,0,0,5,5,0,0,0,0,5,6,0,0,0,10.8,1.4,1.74,0
2255,1,12,1,17,0,1,1,13,27,6,6,0,0,0,0,1,0,31,0,0,5,5,2,11,0,0,5,0,0,0,0,12.7,3.7,-1.7,0
2256,1,12,1,11,1,1,1,22,27,10,7,0,0,0,1,1,0,54,0,0,6,9,6,13.71429,0,0,6,13,5,14.33333,0,16.2,0.3,-0.92,0
2257,1,-1,1,-1,1,-1,1,23,27,6,7,1,0,1,0,1,0,25,0,18,21,26,21,12.36364,0,12,16,21,12,12.25,1,11.1,0.6,2.02,0
2259,1,-1,1,5,1,-1,1,-1,-1,3,3,0,0,0,1,1,0,28,0,0,6,9,2,12,0,0,6,10,3,12.66667,0,12.7,3.7,-1.7,0
2260,2,12,1,3,0,12,1,22,27,10,7,0,0,0,1,1,0,41,0,1,7,7,7,12.85714,0,0,6,6,6,13.16667,0,12.7,3.7,-1.7,1
2262,1,14,1,9,1,1,1,1,1,5,5,0,0,0,1,1,0,22,0,0,5,6,0,0,0,0,5,8,2,11.5,0,15.5,2.8,-4.06,0
2263,1,1,1,11,1,1,1,-1,1,3,4,0,0,0,1,1,0,34,0,0,6,13,2,13.5,0,0,6,6,0,0,0,15.5,2.8,-4.06,0
2264,1,12,1,4,1,1,1,23,28,10,10,0,0,1,0,1,0,28,0,5,11,14,11,15.09091,0,5,10,11,10,15,0,11.1,0.6,2.02,0
2267,1,-1,1,4,1,-1,1,-1,-1,10,5,0,0,0,1,1,0,50,0,2,6,8,2,13.5,0,1,6,9,1,13,0,15.5,2.8,-4.06,0
2268,1,1,4,9,1,1,1,3,1,4,5,1,0,0,1,1,0,19,0,0,5,5,0,0,0,0,5,5,0,0,0,12.4,0.5,1.79,0
2269,1,14,1,12,1,1,1,3,-1,3,5,0,0,0,1,1,0,18,0,0,7,12,4,12.65,0,0,7,10,3,10.66667,0,16.2,0.3,-0.92,0
2270,2,12,1,17,0,1,1,22,27,-1,-1,0,0,0,1,1,0,59,0,0,5,7,0,0,0,0,5,7,0,0,0,16.2,0.3,-0.92,0
2271,2,-1,1,17,0,-1,1,-1,-1,-1,-1,1,0,0,0,1,0,33,0,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,0
2272,1,8,2,5,1,1,1,22,28,10,11,1,0,0,1,1,1,23,0,0,6,8,6,13.33333,0,0,6,7,5,12.8,0,9.4,-0.8,-3.12,1
2273,2,12,1,17,0,12,1,22,1,6,6,0,0,0,1,1,0,44,0,0,5,9,3,11.33333,0,0,5,8,5,11.14286,0,13.9,-0.3,0.79,0
2274,2,1,4,3,0,1,1,-1,-1,-1,-1,1,0,0,1,1,0,37,0,0,6,0,0,0,0,0,6,0,0,0,0,9.4,-0.8,-3.12,0
2275,2,12,1,2,1,12,1,22,27,10,10,0,0,0,1,1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,0
2276,1,1,2,17,0,1,1,1,3,5,3,0,0,0,0,1,0,22,0,0,5,7,3,11.66667,0,0,5,8,2,10.5,2,7.6,2.6,0.32,0
2277,2,12,1,3,0,12,1,22,27,-1,7,0,0,0,1,1,0,49,0,0,6,8,6,12.16667,0,0,6,8,6,14.42857,0,12.4,0.5,1.79,1
2278,1,-1,1,15,1,1,1,1,-1,6,4,1,0,0,1,1,0,23,0,0,6,7,6,13.33333,0,0,6,6,4,12.75,0,11.1,0.6,2.02,1
2280,2,14,1,3,0,1,1,22,27,6,6,0,0,0,1,1,0,47,0,0,6,9,6,12.14286,0,0,6,6,0,0,0,16.2,0.3,-0.92,0
2281,1,14,1,4,1,1,1,1,-1,5,3,0,0,0,1,1,0,28,0,9,18,36,17,13.05882,1,6,12,15,12,12.30769,0,15.5,2.8,-4.06,1
2283,1,1,1,11,1,1,1,23,1,10,10,0,0,1,0,1,0,21,0,0,6,9,5,11.83333,0,0,6,8,5,10,0,8.9,1.4,3.51,0
2284,1,14,1,10,1,14,1,-1,1,-1,3,0,0,0,1,1,0,21,0,9,11,14,10,12.4,0,6,10,13,10,11.8,0,13.9,-0.3,0.79,1
2286,2,-1,1,9,1,1,1,22,27,10,10,0,0,0,0,1,0,49,0,0,5,5,0,0,0,0,5,9,0,0,0,10.8,1.4,1.74,0
2287,1,12,1,17,0,1,1,13,27,-1,9,0,0,0,1,1,0,40,0,0,5,5,5,11,0,0,5,5,5,13.4,0,15.5,2.8,-4.06,1
2288,1,8,1,11,1,1,1,1,1,4,4,0,0,0,1,1,1,22,0,0,6,8,6,13.625,0,0,6,8,6,14.42857,0,11.1,0.6,2.02,1
2290,1,12,1,17,0,1,1,3,28,3,8,0,0,0,1,1,0,31,0,0,5,5,0,0,0,0,5,7,0,0,0,13.9,-0.3,0.79,0
2291,1,-1,1,7,1,1,1,-1,-1,3,3,0,0,0,1,1,0,30,0,1,6,9,2,15,0,1,6,7,2,13.5,0,15.5,2.8,-4.06,0
2292,1,1,1,10,1,1,1,22,27,6,11,0,0,0,1,1,0,19,0,0,6,9,5,10.8,0,0,6,11,5,11,0,7.6,2.6,0.32,1
2293,1,-1,1,9,1,1,1,-1,-1,-1,-1,0,0,0,1,1,0,22,0,0,5,11,3,13.66667,0,0,5,10,3,11.33333,0,9.4,-0.8,-3.12,0
2294,1,1,1,15,1,1,1,13,27,10,10,0,0,0,1,1,0,19,0,0,6,8,6,12.83333,0,0,6,8,6,13.33333,0,15.5,2.8,-4.06,1
2295,1,8,1,2,1,1,1,1,27,5,10,0,0,0,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,0
2296,1,8,3,14,1,1,1,1,28,5,8,0,0,0,1,1,0,19,0,0,6,8,6,15.125,0,0,6,7,6,13.42857,0,11.1,0.6,2.02,1
2297,1,14,2,9,1,1,1,1,14,4,4,1,0,0,1,1,0,22,0,0,5,11,0,0,0,0,5,7,1,10,1,16.2,0.3,-0.92,0
2298,1,1,1,10,1,1,1,-1,-1,3,3,0,0,0,1,1,0,22,0,0,6,10,5,11.4,0,0,6,8,5,11,0,10.8,1.4,1.74,1
2299,1,1,1,10,1,1,1,1,1,5,5,0,0,0,1,1,0,19,0,0,6,12,4,12.25,0,0,6,9,6,11,0,9.4,-0.8,-3.12,1
2300,1,12,1,11,1,14,1,1,1,6,11,0,0,0,0,1,0,26,0,0,6,0,0,0,0,0,6,0,0,0,0,16.2,0.3,-0.92,0
2305,1,8,1,9,1,1,1,1,14,5,9,0,0,0,1,1,0,20,0,0,5,14,0,0,0,0,5,5,0,0,0,11.1,0.6,2.02,0
2307,1,-1,1,-1,1,-1,1,-1,28,3,4,1,0,0,0,1,0,18,0,2,5,7,2,13,0,0,5,5,0,0,0,12.7,3.7,-1.7,0
2308,-1,14,2,17,0,-1,1,3,1,3,10,0,0,0,1,1,0,39,0,0,2,5,0,0,0,0,4,4,0,0,0,10.8,1.4,1.74,0
2309,1,1,1,12,1,1,1,13,1,-1,-1,0,0,0,1,1,0,18,0,0,8,8,0,0,3,0,8,8,0,0,3,10.8,1.4,1.74,0
2310,1,8,3,7,1,1,1,1,28,4,4,0,0,0,1,1,1,18,0,0,5,5,5,13,0,0,5,5,5,14.2,0,8.9,1.4,3.51,1
2311,1,1,1,10,1,1,1,13,28,10,10,0,0,0,1,1,1,19,0,0,6,7,6,13.85714,0,0,6,6,6,14,0,13.9,-0.3,0.79,1
2312,1,1,1,12,1,1,1,1,14,10,10,0,0,0,1,1,0,18,0,0,7,7,6,13.39167,0,0,8,8,8,12.4875,0,12.4,0.5,1.79,1
2313,1,1,1,9,1,1,1,-1,14,-1,5,1,0,0,1,1,1,18,0,0,5,7,4,12.75,0,0,5,5,0,0,0,7.6,2.6,0.32,0
2314,1,15,1,-1,1,14,1,22,27,-1,7,1,0,0,1,1,0,22,0,0,5,7,4,14.5,0,0,5,5,5,14.6,0,10.8,1.4,1.74,1
2315,1,1,1,10,1,1,1,1,1,4,5,0,0,0,1,1,0,19,0,0,6,7,6,12.16667,0,0,6,6,6,12.16667,0,12.4,0.5,1.79,1
2316,1,1,1,-1,1,1,1,13,27,10,9,1,0,0,1,1,0,18,0,0,5,5,5,15.4,0,0,5,5,5,15.6,0,12.7,3.7,-1.7,0
2317,1,12,1,7,1,12,1,1,1,5,4,0,0,1,0,1,0,31,0,0,5,9,2,13.33333,0,0,5,9,2,16,4,16.2,0.3,-0.92,0
2318,1,12,1,17,0,1,1,3,1,4,4,0,0,0,1,1,0,28,0,0,5,5,0,0,0,0,5,5,0,0,0,12.7,3.7,-1.7,0
2319,1,1,1,5,1,1,1,1,1,5,9,0,0,0,1,1,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,0
2320,1,8,1,11,1,1,1,1,1,5,9,0,0,0,1,1,0,20,0,0,6,7,6,13.71429,0,0,6,8,6,14.71429,0,16.2,0.3,-0.92,1
2321,-1,12,1,10,1,1,1,13,3,10,3,0,0,0,1,1,0,50,0,0,6,7,4,12.25,0,0,6,7,0,0,0,8.9,1.4,3.51,0
2323,2,12,1,17,0,1,1,22,27,10,10,1,0,0,1,1,0,31,0,0,5,8,1,11,0,0,5,5,1,13,0,9.4,-0.8,-3.12,0
2325,1,-1,1,10,1,1,1,1,3,10,3,1,0,0,1,1,0,21,0,0,6,9,6,10.16667,0,0,6,10,6,10.5,0,12.7,3.7,-1.7,1
2326,2,12,1,7,1,1,1,22,27,10,10,0,0,0,1,1,0,34,0,0,5,8,1,10,0,0,5,9,0,0,0,8.9,1.4,3.51,0
2328,2,12,1,17,0,1,1,22,27,-1,5,1,0,0,0,1,0,40,0,0,5,10,2,10.5,0,0,5,5,3,10.66667,0,9.4,-0.8,-3.12,0
2329,1,1,1,2,1,1,1,23,14,10,3,1,0,0,1,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,3.7,-1.7,1
2330,2,12,1,5,1,-1,1,22,28,6,11,0,0,1,0,1,1,46,0,0,6,6,0,0,0,0,6,6,0,0,0,15.5,2.8,-4.06,0
2331,1,14,5,3,0,1,1,-1,-1,-1,-1,0,0,0,1,1,0,37,0,0,6,12,0,0,0,0,5,10,0,0,0,7.6,2.6,0.32,0
2332,1,12,1,4,1,1,1,13,27,10,8,1,0,0,1,1,0,31,0,0,6,8,0,0,0,0,6,10,0,0,0,16.2,0.3,-0.92,0
2333,1,12,1,4,1,1,1,1,14,5,11,0,0,0,1,1,0,34,0,0,6,15,5,13.33333,0,0,6,15,5,12.4,0,12.4,0.5,1.79,1
2334,1,1,-1,2,1,1,1,-1,-1,5,5,1,0,0,1,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,0
2335,1,1,1,14,1,1,1,23,27,10,10,0,0,0,1,1,1,18,0,0,6,7,6,13.57143,0,0,6,6,6,14.33333,0,12.4,0.5,1.79,1
2336,1,8,4,5,1,1,1,1,1,4,4,1,0,0,1,1,1,19,0,0,6,6,6,12.83333,0,0,6,7,6,11.16667,0,11.1,0.6,2.02,1
2337,1,14,1,17,0,1,1,22,14,10,5,0,0,0,1,1,0,40,0,1,5,6,4,10.25,0,3,8,18,5,11.2,5,15.5,2.8,-4.06,0
2338,1,12,1,-1,1,1,1,1,28,10,10,0,0,0,1,1,0,25,0,0,6,6,0,0,0,0,6,6,0,0,0,12.4,0.5,1.79,0
2339,1,8,5,7,1,1,1,23,28,6,10,1,0,1,1,1,0,20,0,0,5,5,4,14.5,0,0,6,8,3,13.33333,0,11.1,0.6,2.02,0
2341,1,12,1,4,1,1,1,22,27,10,11,1,0,0,0,1,0,43,0,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,0
2343,1,14,1,4,1,1,1,-1,-1,5,-1,0,0,0,1,1,0,35,0,16,18,22,18,11.66667,0,12,13,13,12,11.5,1,15.5,2.8,-4.06,1
2344,1,8,2,17,0,1,1,22,14,10,5,0,0,0,1,1,0,23,0,0,5,6,4,13,0,0,5,5,5,13,0,7.6,2.6,0.32,1
2345,1,8,1,12,1,1,1,3,3,3,3,0,0,0,1,1,0,19,0,0,7,8,7,12.12143,0,0,9,12,8,11.50625,0,12.4,0.5,1.79,1
2346,1,-1,1,6,1,-1,1,1,14,4,9,1,0,0,1,1,1,21,0,7,11,15,9,14.22222,0,4,9,15,7,13.75,0,8.9,1.4,3.51,1
2348,1,-1,1,7,1,1,1,1,1,5,4,1,0,0,1,1,0,20,0,0,5,7,5,12.16667,0,0,5,7,5,15.28571,0,12.4,0.5,1.79,1
2349,1,12,1,14,1,1,1,13,14,4,4,0,1,0,1,1,1,30,0,0,6,0,0,0,0,0,6,0,0,0,0,12.4,0.5,1.79,0
2350,-1,12,1,11,1,1,1,22,14,10,10,1,0,0,1,1,0,44,0,0,6,6,6,12.66667,0,0,6,6,6,11.5,0,12.4,0.5,1.79,1
2351,1,-1,1,12,1,1,1,13,3,5,10,0,0,0,1,1,0,19,0,0,8,8,7,13.61429,0,0,8,8,7,13.61429,0,12.7,3.7,-1.7,1
2352,1,15,1,-1,1,14,1,-1,1,4,7,1,0,0,1,1,0,22,0,11,18,32,12,12.85714,1,8,12,15,10,14.3,0,16.2,0.3,-0.92,1
2353,1,1,1,-1,1,1,1,3,3,-1,3,0,0,0,1,1,0,18,0,0,5,7,4,14,0,0,5,5,5,14.2,0,7.6,2.6,0.32,1
2354,1,8,1,14,1,1,1,22,27,10,10,1,0,0,1,1,1,21,0,0,6,8,4,14.75,0,0,6,6,5,11.8,0,12.7,3.7,-1.7,1
2355,1,1,2,6,1,1,1,22,14,-1,-1,0,0,0,1,1,0,18,0,0,6,0,0,0,0,0,6,0,0,0,0,7.6,2.6,0.32,0
2356,1,8,4,14,1,1,1,3,1,3,4,1,0,0,1,1,0,18,0,0,6,8,6,13.625,0,0,6,7,6,14.28571,0,11.1,0.6,2.02,1
2357,1,1,1,2,1,1,1,1,1,5,4,0,0,0,1,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,1
2358,1,15,1,4,1,14,1,1,28,-1,7,1,0,0,1,1,0,21,0,0,6,12,4,11.8,0,0,6,11,4,11.875,0,16.2,0.3,-0.92,0
2359,1,12,1,4,1,1,1,3,3,3,3,0,0,0,1,1,0,31,0,0,6,8,6,15.125,0,0,6,10,6,14.6,0,16.2,0.3,-0.92,1
2360,1,8,5,11,1,1,1,1,1,3,4,1,0,0,1,1,0,21,0,0,6,10,4,11.5,0,0,6,10,2,10.5,0,9.4,-0.8,-3.12,0
2362,1,-1,1,15,1,1,1,13,-1,5,4,0,0,0,1,1,0,27,0,0,4,8,0,0,0,0,5,10,0,0,0,9.4,-0.8,-3.12,0
2363,1,1,5,9,1,1,1,13,14,10,10,1,0,0,1,1,0,20,0,0,5,9,3,10.33333,0,0,5,6,5,12.8,0,12.4,0.5,1.79,1
2366,1,-1,1,15,1,1,1,1,1,5,8,1,0,0,1,1,0,19,0,0,6,6,6,13.83333,0,0,6,6,6,14.5,0,8.9,1.4,3.51,1
2368,1,8,1,-1,1,1,1,-1,-1,3,9,1,0,0,1,1,0,18,0,0,6,7,6,14,0,0,6,8,6,13.66667,0,12.4,0.5,1.79,1
2370,1,12,1,-1,1,1,1,1,14,5,6,1,0,0,1,1,0,29,0,0,5,11,1,18,2,0,5,10,3,13.33333,2,10.8,1.4,1.74,0
2372,1,1,5,2,1,1,1,13,3,10,3,1,0,0,1,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,1
2376,1,1,1,14,1,1,1,22,27,6,9,0,0,0,0,1,0,21,0,0,6,9,4,13.25,0,0,6,6,5,11,0,12.7,3.7,-1.7,0
2377,1,12,1,9,1,1,1,22,1,8,4,0,0,0,1,1,1,25,0,0,5,7,4,14.25,0,0,5,7,4,14.75,0,12.7,3.7,-1.7,1
2378,1,12,1,9,1,1,1,22,27,10,10,0,0,0,0,1,0,32,0,0,5,9,0,0,1,0,5,5,0,0,0,9.4,-0.8,-3.12,0
2379,1,14,1,17,0,1,1,3,-1,3,3,0,0,0,0,1,0,26,0,8,12,12,8,11.25,0,3,8,8,3,11.33333,0,7.6,2.6,0.32,0
2380,1,1,1,-1,1,1,1,-1,27,10,8,1,0,0,1,1,1,18,0,0,6,7,6,13.5,0,0,6,8,6,12.5,0,12.4,0.5,1.79,1
2381,1,8,1,11,1,1,1,1,14,5,8,0,0,0,1,1,1,19,0,0,6,8,5,12.66667,0,0,6,10,6,12.85714,0,16.2,0.3,-0.92,1
